date,sendung,prozent,frames,res,url
2018-05-07,t20,6.6%,256F20T,1/3,http://media.tagesschau.de/video/2018/0507/TV-20180507-2036-3601.h264.mp4
2018-05-07,hjo,0%,584FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180507_sendung_hjo/1/180507_sendung_hjo_2328k_p35v13.mp4
2018-05-07,tth,8.6%,356F53T,1/3,http://media.tagesschau.de/video/2018/0507/TV-20180507-2313-0401.h264.mp4
2018-05-07,h19,8.7%,336F17T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180507_sendung_h19/1/180507_sendung_h19_2328k_p35v13.mp4
2018-05-08,h19,8%,323F15T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180508_sendung_h19/1/180508_sendung_h19_2328k_p35v13.mp4
2018-05-08,t20,0%,375FNANA,1/3,http://media.tagesschau.de/video/2018/0508/TV-20180508-2024-5601.h264.mp4
2018-05-08,hjo,0%,678FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180508_sendung_hjo/1/180508_sendung_hjo_2328k_p35v13.mp4
2018-05-09,h19,6.9%,8F2T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180509_sendung_h19/1/180509_sendung_h19_2328k_p35v13.mp4
2018-05-09,t20,0%,317FNANA,1/3,http://media.tagesschau.de/video/2018/0509/TV-20180509-2027-5701.h264.mp4
2018-05-09,hjo,0%,341FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180509_sendung_hjo/1/180509_sendung_hjo_2328k_p35v13.mp4
2018-05-09,tth,0%,711FNANA,1/3,http://media.tagesschau.de/video/2018/0509/TV-20180509-2308-4601.h264.mp4
2018-05-10,h19,3.5%,274F11T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180510_sendung_h19/1/180510_sendung_h19_2328k_p35v13.mp4
2018-05-10,t20,0%,307FNANA,1/3,http://media.tagesschau.de/video/2018/0510/TV-20180510-2021-0801.h264.mp4
2018-05-10,hjo,0%,306FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180510_sendung_hjo/1/180510_sendung_hjo_2328k_p35v13.mp4
2018-05-10,tth,0%,307FNANA,1/3,http://media.tagesschau.de/video/2018/0510/TV-20180510-2231-1101.h264.mp4
2018-05-11,h19,6.6%,328F19T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180511_sendung_h19/1/180511_sendung_h19_2328k_p35v13.mp4
2018-05-11,t20,0%,310FNANA,1/3,http://media.tagesschau.de/video/2018/0511/TV-20180511-2022-5801.h264.mp4
2018-05-11,tth,1.6%,90F5T,1/3,http://media.tagesschau.de/video/2018/0511/TV-20180511-2209-5501.h264.mp4
2018-05-11,hjo,0%,606FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180511_sendung_hjo/1/180511_sendung_hjo_2328k_p35v13.mp4
2018-05-12,h19,7%,284F23T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180512_sendung_h19/1/180512_sendung_h19_2328k_p35v13.mp4
2018-05-12,t20,12.3%,203F20T,1/3,http://media.tagesschau.de/video/2018/0512/TV-20180512-2023-4901.h264.mp4
2018-05-12,tth,14.3%,5F4T,1/3,http://media.tagesschau.de/video/2018/0512/TV-20180512-2203-1001.h264.mp4
2018-05-13,h19,12.9%,10F6T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180513_sendung_h19/2/180513_sendung_h19_2328k_p35v13.mp4
2018-05-13,t20,7%,222F21T,1/3,http://media.tagesschau.de/video/2018/0513/TV-20180513-2021-3001.h264.mp4
2018-05-13,hjo,0%,329FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180513_sendung_hjo/1/180513_sendung_hjo_2328k_p35v13.mp4
2018-05-13,tth,5.2%,269F21T,1/3,http://media.tagesschau.de/video/2018/0513/TV-20180513-2343-2301.h264.mp4
2018-05-14,h19,6.9%,318F5T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180514_h19/2/180514_h19_2328k_p35v13.mp4
2018-05-14,tth,0%,629FNANA,1/3,http://media.tagesschau.de/video/2018/0514/TV-20180514-2310-0401.h264.mp4
2018-05-14,t20,0%,306FNANA,1/3,http://media.tagesschau.de/video/2018/0514/TV-20180514-2021-1101.h264.mp4
2018-05-15,h19,9.5%,10F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180515_sendung_h19/1/180515_sendung_h19_2328k_p35v13.mp4
2018-05-15,t20,2%,250F3T,1/3,http://media.tagesschau.de/video/2018/0515/TV-20180515-2028-0801.h264.mp4
2018-05-15,tth,1.4%,518F3T,1/3,http://media.tagesschau.de/video/2018/0515/TV-20180515-2300-5001.h264.mp4
2018-05-15,hjo,8.9%,467F50T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180515_sendung_hjo/1/180515_sendung_hjo_2328k_p35v13.mp4
2018-05-16,h19,7.6%,322F18T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180516_sendung_h19/1/180516_sendung_h19_2328k_p35v13.mp4
2018-05-16,t20,0%,313FNANA,1/3,http://media.tagesschau.de/video/2018/0516/TV-20180516-2023-1401.h264.mp4
2018-05-16,tth,0%,604FNANA,1/3,http://media.tagesschau.de/video/2018/0516/TV-20180516-2255-4701.h264.mp4
2018-05-16,hjo,0%,577FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180516_sendung_hjo/1/180516_sendung_hjo_2328k_p35v13.mp4
2018-05-17,h19,9.7%,8F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180517_sendung_h19/2/180517_sendung_h19_2328k_p35v13.mp4
2018-05-17,t20,0%,315FNANA,1/3,http://media.tagesschau.de/video/2018/0517/TV-20180517-2021-0601.h264.mp4
2018-05-17,hjo,0%,570FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180517_sendung_hjo/1/180517_sendung_hjo_2328k_p35v13.mp4
2018-05-17,tth,0%,605FNANA,1/3,http://media.tagesschau.de/video/2018/0517/TV-20180517-2329-5801.h264.mp4
2018-05-18,h19,0%,122FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180518_sendung_h19/1/180518_sendung_h19_2328k_p35v13.mp4
2018-05-18,t20,0%,306FNANA,1/3,http://media.tagesschau.de/video/2018/0518/TV-20180518-2022-1701.h264.mp4
2018-05-18,tth,0%,322FNANA,1/3,http://media.tagesschau.de/video/2018/0518/TV-20180518-2206-3201.h264.mp4
2018-05-18,hjo,0%,632FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180518_sendung_hjo/1/180518_sendung_hjo_2328k_p35v13.mp4
2018-05-19,h19,35.1%,3F2T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180519_sendung_h19/1/180519_sendung_h19_2328k_p35v13.mp4
2018-05-19,t20,0%,302FNANA,1/3,http://media.tagesschau.de/video/2018/0519/TV-20180519-2115-1201.h264.mp4
2018-05-19,hjo,37.7%,2F6T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180519_sendung_hjo/1/180519_sendung_hjo_2328k_p35v13.mp4
2018-05-19,tth,0%,410FNANA,1/3,http://media.tagesschau.de/video/2018/0520/TV-20180520-0016-0901.h264.mp4
2018-05-20,h19,7.5%,18F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180520_sendung_h19/1/180520_sendung_h19_2328k_p35v13.mp4
2018-05-20,t20,0%,313FNANA,1/3,http://media.tagesschau.de/video/2018/0520/TV-20180520-2023-2901.h264.mp4
2018-05-20,hjo,0.6%,222F2T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180520_sendung_hjo/1/180520_sendung_hjo_2328k_p35v13.mp4
2018-05-20,tth,0%,415FNANA,1/3,http://media.tagesschau.de/video/2018/0520/TV-20180520-2341-4701.h264.mp4
2018-05-21,h19,7.7%,6F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180521_sendung_h19/1/180521_sendung_h19_2328k_p35v13.mp4
2018-05-21,t20,0%,310FNANA,1/3,http://media.tagesschau.de/video/2018/0521/TV-20180521-2027-3001.h264.mp4
2018-05-21,hjo,0%,313FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180521_sendung_hjo/1/180521_sendung_hjo_2328k_p35v13.mp4
2018-05-21,tth,0%,291FNANA,1/3,http://media.tagesschau.de/video/2018/0521/TV-20180521-2337-0201.h264.mp4
2018-05-22,h19,10.9%,123F18T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180522_sendung_h19/1/180522_sendung_h19_2328k_p35v13.mp4
2018-05-22,t20,0%,311FNANA,1/3,http://media.tagesschau.de/video/2018/0522/TV-20180522-2022-1001.h264.mp4
2018-05-22,tth,0%,602FNANA,1/3,http://media.tagesschau.de/video/2018/0522/TV-20180522-2255-1401.h264.mp4
2018-05-22,hjo,1.4%,412F8T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180522_sendung_hjo/1/180522_sendung_hjo_2328k_p35v13.mp4
2018-05-23,h19,0%,410FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180523_sendung_h19/1/180523_sendung_h19_2328k_p35v13.mp4
2018-05-23,t20,0%,318FNANA,1/3,http://media.tagesschau.de/video/2018/0523/TV-20180523-2021-5701.h264.mp4
2018-05-23,tth,0%,597FNANA,1/3,http://media.tagesschau.de/video/2018/0523/TV-20180523-2300-2701.h264.mp4
2018-05-23,hjo,0%,643FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180523_sendung_hjo/1/180523_sendung_hjo_2328k_p35v13.mp4
2018-05-24,h19,2.3%,386F10T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180524_sendung_h19/1/180524_sendung_h19_2328k_p35v13.mp4
2018-05-24,t20,0%,302FNANA,1/3,http://media.tagesschau.de/video/2018/0524/TV-20180524-2022-0801.h264.mp4
2018-05-24,tth,0%,616FNANA,1/3,http://media.tagesschau.de/video/2018/0524/TV-20180524-2255-1701.h264.mp4
2018-05-24,hjo,1.8%,51F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180524_sendung_hjo/1/180524_sendung_hjo_2328k_p35v13.mp4
2018-05-25,h19,9.1%,313F14T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180525_sendung_h19/1/180525_sendung_h19_2328k_p35v13.mp4
2018-05-25,t20,0%,316FNANA,1/3,http://media.tagesschau.de/video/2018/0525/TV-20180525-2022-1201.h264.mp4
2018-05-25,tth,0%,307FNANA,1/3,http://media.tagesschau.de/video/2018/0525/TV-20180525-2205-4101.h264.mp4
2018-05-25,hjo,0%,591FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180525_sendung_hjo/1/180525_sendung_hjo_2328k_p35v13.mp4
2018-05-26,t20,0%,300FNANA,1/3,http://media.tagesschau.de/video/2018/0526/TV-20180526-2019-3801.h264.mp4
2018-05-26,hjo,0%,193FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180526_sendung_hjo/2/180526_sendung_hjo_2328k_p35v13.mp4
2018-05-26,tth,9.7%,248F20T,1/3,http://media.tagesschau.de/video/2018/0526/TV-20180526-2345-2901.h264.mp4
2018-05-27,h19,17.6%,10F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180527_sendung_h19/1/180527_sendung_h19_2328k_p35v13.mp4
2018-05-27,t20,6.5%,263F20T,1/3,http://media.tagesschau.de/video/2018/0527/TV-20180527-2034-0601.h264.mp4
2018-05-27,hjo,16.7%,260F50T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180527_sendung_hjo/1/180527_sendung_hjo_2328k_p35v13.mp4
2018-05-27,tth,0%,406FNANA,1/3,http://media.tagesschau.de/video/2018/0527/TV-20180527-2316-0501.h264.mp4
2018-05-28,h19,9.4%,314F21T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180528_sendung_h19/1/180528_sendung_h19_2328k_p35v13.mp4
2018-05-28,t20,0%,312FNANA,1/3,http://media.tagesschau.de/video/2018/0528/TV-20180528-2024-4001.h264.mp4
2018-05-28,tth,1.2%,487F7T,1/3,http://media.tagesschau.de/video/2018/0528/TV-20180528-2258-3701.h264.mp4
2018-05-28,hjo,0%,586FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180528_sendung_hjo/1/180528_sendung_hjo_2328k_p35v13.mp4
2018-05-29,h19,3%,355F12T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180529_sendung_h19/2/180529_sendung_h19_2328k_p35v13.mp4
2018-05-29,t20,0%,318FNANA,1/3,http://media.tagesschau.de/video/2018/0529/TV-20180529-2021-5901.h264.mp4
2018-05-29,tth,0%,608FNANA,1/3,http://media.tagesschau.de/video/2018/0529/TV-20180529-2300-0401.h264.mp4
2018-05-29,hjo,0%,595FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180529_sendung_hjo/1/180529_sendung_hjo_2328k_p35v13.mp4
2018-05-30,h19,1.7%,360F7T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180530_sendung_h19/1/180530_sendung_h19_2328k_p35v13.mp4
2018-05-30,t20,0%,359FNANA,1/3,http://media.tagesschau.de/video/2018/0530/TV-20180530-2024-5701.h264.mp4
2018-05-30,tth,0%,619FNANA,1/3,http://media.tagesschau.de/video/2018/0530/TV-20180530-2304-5001.h264.mp4
2018-05-30,hjo,10.9%,394F63T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180530_sendung_hjo/1/180530_sendung_hjo_2328k_p35v13.mp4
2018-05-31,h19,3.7%,329F15T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180531_sendung_h19/1/180531_sendung_h19_2328k_p35v13.mp4
2018-05-31,t20,0%,325FNANA,1/3,http://media.tagesschau.de/video/2018/0531/TV-20180531-2022-3901.h264.mp4
2018-05-31,tth,0%,605FNANA,1/3,http://media.tagesschau.de/video/2018/0531/TV-20180531-2258-1401.h264.mp4
2018-05-31,hjo,0.7%,505F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/05/180531_sendung_hjo/1/180531_sendung_hjo_2328k_p35v13.mp4
2018-06-01,h19,8.3%,334F16T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180601_sendung_h19/1/180601_sendung_h19_2328k_p35v13.mp4
2018-06-01,t20,0%,303FNANA,1/3,http://media.tagesschau.de/video/2018/0601/TV-20180601-2025-5701.h264.mp4
2018-06-01,tth,0%,300FNANA,1/3,http://media.tagesschau.de/video/2018/0601/TV-20180601-2207-1201.h264.mp4
2018-06-01,hjo,0.8%,478F5T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180601_sendung_hjo/1/180601_sendung_hjo_2328k_p35v13.mp4
2018-06-02,h19,0%,203FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180602_sendung_h19/1/180602_sendung_h19_2328k_p35v13.mp4
2018-06-02,t20,0%,298FNANA,1/3,http://media.tagesschau.de/video/2018/0602/TV-20180602-2033-0601.h264.mp4
2018-06-02,hjo,0%,307FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180602_sendung_hjo/1/180602_sendung_hjo_2328k_p35v13.mp4
2018-06-02,tth,0%,395FNANA,1/3,http://media.tagesschau.de/video/2018/0603/TV-20180603-0037-2101.h264.mp4
2018-06-03,h19,6.7%,185F9T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180603_sendung_h19/1/180603_sendung_h19_2328k_p35v13.mp4
2018-06-03,t20,3.7%,271F11T,1/3,http://media.tagesschau.de/video/2018/0603/TV-20180603-2110-2801.h264.mp4
2018-06-03,hjo,0%,295FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180603_sendung_hjo/1/180603_sendung_hjo_2328k_p35v13.mp4
2018-06-03,tth,2.7%,238F11T,1/3,http://media.tagesschau.de/video/2018/0603/TV-20180603-2329-1001.h264.mp4
2018-06-03,tth,2.7%,238F11T,1/3,http://media.tagesschau.de/video/2018/0603/TV-20180603-2329-1001.h264.mp4
2018-06-04,h19,11.4%,10F3T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180604_sendung_h19/1/180604_sendung_h19_2328k_p35v13.mp4
2018-06-04,t20,0%,314FNANA,1/3,http://media.tagesschau.de/video/2018/0604/TV-20180604-2024-5101.h264.mp4
2018-06-04,tth,0%,608FNANA,1/3,http://media.tagesschau.de/video/2018/0604/TV-20180604-2258-0001.h264.mp4
2018-06-04,hjo,4.2%,424F5T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180604_sendung_hjo/1/180604_sendung_hjo_2328k_p35v13.mp4
2018-06-05,h19,11.2%,322F20T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180605_sendung_h19/1/180605_sendung_h19_2328k_p35v13.mp4
2018-06-05,t20,6.6%,258F20T,1/3,http://media.tagesschau.de/video/2018/0605/TV-20180605-2023-0901.h264.mp4
2018-06-05,hjo,0%,572FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180605_sendung_hjo/1/180605_sendung_hjo_2328k_p35v13.mp4
2018-06-05,tth,0.8%,475F5T,1/3,http://media.tagesschau.de/video/2018/0605/TV-20180605-2340-1901.h264.mp4
2018-06-06,h19,3.6%,312F14T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180606_sendung_h19/1/180606_sendung_h19_2328k_p35v13.mp4
2018-06-06,t20,3.6%,264F11T,1/3,http://media.tagesschau.de/video/2018/0606/TV-20180606-2033-2701.h264.mp4
2018-06-06,hjo,0.7%,467F4T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180606_sendung_hjo/1/180606_sendung_hjo_2328k_p35v13.mp4
2018-06-06,tth,1.8%,543F11T,1/3,http://media.tagesschau.de/video/2018/0606/TV-20180606-2331-1601.h264.mp4
2018-06-06,tth,1.8%,543F11T,1/3,http://media.tagesschau.de/video/2018/0606/TV-20180606-2331-1601.h264.mp4
2018-06-07,h19,1.3%,335F5T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180607_sendung_h19/1/180607_sendung_h19_2328k_p35v13.mp4
2018-06-07,t20,0%,303FNANA,1/3,http://media.tagesschau.de/video/2018/0607/TV-20180607-2022-0401.h264.mp4
2018-06-07,hjo,0%,591FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180607_sendung_hjo/1/180607_sendung_hjo_2328k_p35v13.mp4
2018-06-07,tth,0%,595FNANA,1/3,http://media.tagesschau.de/video/2018/0607/TV-20180607-2327-2801.h264.mp4
2018-06-08,h19,6.8%,329F6T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180608_sendung_h19/1/180608_sendung_h19_2328k_p35v13.mp4
2018-06-08,t20,0%,305FNANA,1/3,http://media.tagesschau.de/video/2018/0608/TV-20180608-2024-0801.h264.mp4
2018-06-08,hjo,0%,650FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180608_sendung_hjo/1/180608_sendung_hjo_2328k_p35v13.mp4
2018-06-08,tth,6.7%,181F21T,1/3,http://media.tagesschau.de/video/2018/0608/TV-20180608-2349-2401.h264.mp4
2018-06-09,h19,10.7%,288F23T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180609_sendung_h19/1/180609_sendung_h19_2328k_p35v13.mp4
2018-06-09,t20,0%,311FNANA,1/3,http://media.tagesschau.de/video/2018/0609/TV-20180609-2023-2301.h264.mp4
2018-06-09,tth,0%,385FNANA,1/3,http://media.tagesschau.de/video/2018/0609/TV-20180609-2344-4801.h264.mp4
2018-06-09,hjo,0%,313FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180609_sendung_hjo/1/180609_sendung_hjo_2328k_p35v13.mp4
2018-06-10,h19,7.5%,154F15T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180610_sendung_h19/1/180610_sendung_h19_2328k_p35v13.mp4
2018-06-10,t20,6.1%,262F19T,1/3,http://media.tagesschau.de/video/2018/0610/TV-20180610-2023-1501.h264.mp4
2018-06-10,tth,4.2%,294F17T,1/3,http://media.tagesschau.de/video/2018/0610/TV-20180610-2314-1701.h264.mp4
2018-06-10,hjo,2.6%,419F6T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180610_sendung_hjo/1/180610_sendung_hjo_2328k_p35v13.mp4
2018-06-11,h19,7.1%,340F17T,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180611_sendung_h19/1/180611_sendung_h19_2328k_p35v13.mp4
2018-06-11,t20,0%,314FNANA,1/3,http://media.tagesschau.de/video/2018/0611/TV-20180611-2022-1501.h264.mp4
2018-06-11,tth,0%,601FNANA,1/3,http://media.tagesschau.de/video/2018/0611/TV-20180611-2318-2901.h264.mp4
2018-06-11,hjo,0%,633FNANA,1/3,https://rodlzdf-a.akamaihd.net/none/zdf/18/06/180611_sendung_hjo/1/180611_sendung_hjo_2328k_p35v13.mp4
2018-06-12,t20,0%,312FNANA,1/3,http://media.tagesschau.de/video/2018/0612/TV-20180612-2025-4301.h264.mp4
2018-06-12,tth,0%,605FNANA,1/3,http://media.tagesschau.de/video/2018/0612/TV-20180612-2330-2101.h264.mp4
2018-06-13,t20,1%,244F3T,1/3,http://media.tagesschau.de/video/2018/0613/TV-20180613-2023-5001.h264.mp4
2018-06-13,tth,0%,636FNANA,1/3,http://media.tagesschau.de/video/2018/0613/TV-20180613-2300-2501.h264.mp4
2018-06-14,t20,13.7%,268F47T,1/3,http://media.tagesschau.de/video/2018/0614/TV-20180614-2026-5101.h264.mp4
2018-06-14,tth,10%,381F63T,1/3,http://media.tagesschau.de/video/2018/0614/TV-20180614-2302-1801.h264.mp4
2018-06-12,h19,0%,401FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180612_sendung_h19/2/180612_sendung_h19_476k_p9v14.mp4
2018-06-12,hjo,0%,612FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180612_sendung_hjo/1/180612_sendung_hjo_476k_p9v14.mp4
2018-06-13,h19,3.8%,335F15T,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180613_sendung_h19/2/180613_sendung_h19_476k_p9v14.mp4
2018-06-13,hjo,0.7%,465F4T,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180613_sendung_hjo/1/180613_sendung_hjo_476k_p9v14.mp4
2018-06-14,h19,0%,393FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180614_sendung_h19/2/180614_sendung_h19_776k_p11v14.mp4
2018-06-15,h19,0%,408FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180615_sendung_h19/2/180615_sendung_h19_776k_p11v14.mp4
2018-06-15,tth,4.6%,532F28T,1/3,http://media.tagesschau.de/video/2018/0616/TV-20180616-0034-3901.h264.mp4
2018-06-15,tth,4.6%,532F28T,1/3,http://media.tagesschau.de/video/2018/0616/TV-20180616-0034-3901.h264.mp4
2018-06-15,t20,0%,166FNANA,1/3,http://media.tagesschau.de/video/2018/0615/TV-20180615-2101-4501.h264.mp4
2018-06-16,h19,0%,158FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180616_sendung_h19/2/180616_sendung_h19_776k_p11v14.mp4
2018-06-16,t20,10.1%,193F4T,1/3,http://media.tagesschau.de/video/2018/0616/TV-20180616-2025-1301.h264.mp4
2018-06-16,tth,14.9%,223F4T,1/3,http://media.tagesschau.de/video/2018/0616/TV-20180616-2345-1501.h264.mp4
2018-06-17,h19,0%,194FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180617_sendung_h19/2/180617_sendung_h19_776k_p11v14.mp4
2018-06-17,t20,11.5%,14F38T,1/3,http://media.tagesschau.de/video/2018/0617/TV-20180617-2025-0601.h264.mp4
2018-06-17,tth,13.1%,4F6T,1/3,http://media.tagesschau.de/video/2018/0617/TV-20180617-2345-0901.h264.mp4
2018-06-17,tth,13.1%,4F6T,1/3,http://media.tagesschau.de/video/2018/0617/TV-20180617-2345-0901.h264.mp4
2018-06-18,t20,10%,249F31T,1/3,http://media.tagesschau.de/video/2018/0618/TV-20180618-2025-3401.h264.mp4
2018-06-18,t20,10%,249F31T,1/3,http://media.tagesschau.de/video/2018/0618/TV-20180618-2025-3401.h264.mp4
2018-06-18,tth,3.4%,518F21T,1/3,http://media.tagesschau.de/video/2018/0619/TV-20180619-0004-0701.h264.mp4
2018-06-19,h19,0%,410FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180619_sendung_h19/2/180619_sendung_h19_776k_p11v14.mp4
2018-06-19,t20,6.2%,273F20T,1/3,http://media.tagesschau.de/video/2018/0619/TV-20180619-2025-2101.h264.mp4
2018-06-19,tth,0%,604FNANA,1/3,http://media.tagesschau.de/video/2018/0619/TV-20180619-2314-1101.h264.mp4
2018-06-20,h19,0%,407FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180620_sendung_h19/2/180620_sendung_h19_776k_p11v14.mp4
2018-06-20,t20,0%,306FNANA,1/3,http://media.tagesschau.de/video/2018/0620/TV-20180620-2022-5001.h264.mp4
2018-06-20,tth,0%,609FNANA,1/3,http://media.tagesschau.de/video/2018/0621/TV-20180621-0019-0301.h264.mp4
2018-06-20,tth,0%,609FNANA,1/3,http://media.tagesschau.de/video/2018/0621/TV-20180621-0019-0301.h264.mp4
2018-06-21,h19,0%,410FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180621_sendung_h19/2/180621_sendung_h19_776k_p11v14.mp4
2018-06-21,t20,0%,308FNANA,1/3,http://media.tagesschau.de/video/2018/0621/TV-20180621-2044-1201.h264.mp4
2018-06-21,tth,0.8%,32F5T,1/3,http://media.tagesschau.de/video/2018/0622/TV-20180622-0026-1101.h264.mp4
2018-06-21,tth,0.8%,32F5T,1/3,http://media.tagesschau.de/video/2018/0622/TV-20180622-0026-1101.h264.mp4
2018-06-22,t20,4.5%,234F14T,1/3,http://media.tagesschau.de/video/2018/0622/TV-20180622-2027-0701.h264.mp4
2018-06-22,tth,0%,298FNANA,1/3,http://media.tagesschau.de/video/2018/0622/TV-20180622-2211-1301.h264.mp4
2018-06-23,t20,5.7%,239F17T,1/3,http://media.tagesschau.de/video/2018/0623/TV-20180623-2027-4201.h264.mp4
2018-06-23,tth,9.8%,43F22T,1/3,http://media.tagesschau.de/video/2018/0624/TV-20180624-0000-5901.h264.mp4
2018-06-24,h19,0%,209FNANA,1/3,https://downloadzdf-a.akamaihd.net/mp4/zdf/18/06/180624_sendung_h19/2/180624_sendung_h19_776k_p11v14.mp4
2018-06-24,t20,6.8%,258F10T,1/3,http://media.tagesschau.de/video/2018/0624/TV-20180624-2103-3201.h264.mp4
2018-06-24,tth,0%,416FNANA,1/3,http://media.tagesschau.de/video/2018/0624/TV-20180624-2345-2201.h264.mp4
2018-06-25,t20,0%,301FNANA,1/3,http://media.tagesschau.de/video/2018/0625/TV-20180625-2026-1101.h264.mp4
2018-06-25,tth,5.4%,514F33T,1/3,http://media.tagesschau.de/video/2018/0625/TV-20180625-2248-3401.h264.mp4
2018-06-26,t20,0%,304FNANA,1/3,http://media.tagesschau.de/video/2018/0626/TV-20180626-2022-5801.h264.mp4
